id,phrase,partofspeech,category
889,keep inform confidenti,phrase,jobngram
890,financial software,phrase,jobngram
891,financi softwar,phrase,jobngram
892,pc proficiency,phrase,jobngram
893,pc profici,phrase,jobngram
894,accounting human resource strategies,phrase,jobngram
895,account human resourc strategi,phrase,jobngram
896,determining accountabilities,phrase,jobngram
897,determin account,phrase,jobngram
898,communicating and enforcing values,phrase,jobngram
899,commun and enforc valu,phrase,jobngram
900,implementing recruitment,phrase,jobngram
901,implement recruit,phrase,jobngram
902,reviewing job contributions,phrase,jobngram
903,review job contribut,phrase,jobngram
904,reviewing compensation strategies,phrase,jobngram
905,review compens strategi,phrase,jobngram
906,accounting organizational strategies,phrase,jobngram
907,account organiz strategi,phrase,jobngram
908,contributing accounting,phrase,jobngram
909,contribut account,phrase,jobngram
910,establishing functional objectives,phrase,jobngram
911,establish function object,phrase,jobngram
912,accounting operational strategies,phrase,jobngram
913,account oper strategi,phrase,jobngram
914,evaluating trends,phrase,jobngram
915,evalu trend,phrase,jobngram
916,establishing critical measurements,phrase,jobngram
917,establish critic measur,phrase,jobngram
918,determining production,phrase,jobngram
919,determin product,phrase,jobngram
920,designing systems,phrase,jobngram
921,design system,phrase,jobngram
922,accumulating resources,phrase,jobngram
923,accumul resourc,phrase,jobngram
924,resolving problems,phrase,jobngram
925,resolv problem,phrase,jobngram
926,implementing change,phrase,jobngram
927,implement chang,phrase,jobngram
928,provides financial projections,phrase,jobngram
929,provid financi project,phrase,jobngram
930,coordinating budget,phrase,jobngram
931,coordin budget,phrase,jobngram
932,consolidating financial information,phrase,jobngram
933,consolid financi inform,phrase,jobngram
934,advising departments,phrase,jobngram
935,advis depart,phrase,jobngram
936,forecasting cash requirements,phrase,jobngram
937,forecast cash requir,phrase,jobngram
938,legally required taxes,phrase,jobngram
939,legal requir tax,phrase,jobngram
940,studying regulations,phrase,jobngram
941,studi regul,phrase,jobngram
942,presenting tax strategies,phrase,jobngram
943,present tax strategi,phrase,jobngram
944,filing returns,phrase,jobngram
945,file return,phrase,jobngram
946,maximizes sales margin,phrase,jobngram
947,maxim sale margin,phrase,jobngram
948,recommending product,phrase,jobngram
949,recommend product,phrase,jobngram
950,service pricing policies,phrase,jobngram
951,servic price polici,phrase,jobngram
952,minimizes inventory investment,phrase,jobngram
953,minim inventori invest,phrase,jobngram
954,analyzing turns,phrase,jobngram
955,analyz turn,phrase,jobngram
956,recommending inventory levels,phrase,jobngram
957,recommend inventori level,phrase,jobngram
958,financial planning,phrase,jobngram
959,financi plan,phrase,jobngram
960,strategic planning,phrase,jobngram
961,strateg plan,phrase,jobngram
962,financial diagnosis,phrase,jobngram
963,financi diagnosi,phrase,jobngram
964,quality management,phrase,jobngram
965,qualiti manag,phrase,jobngram
966,managing processes,phrase,jobngram
967,manag process,phrase,jobngram
968,decision making,phrase,jobngram
969,decis make,phrase,jobngram
970,data base backups,phrase,jobngram
971,data base backup,phrase,jobngram
972,accounting human resource objectives,phrase,jobngram
973,account human resourc object,phrase,jobngram
974,disciplining employees,phrase,jobngram
975,disciplin employe,phrase,jobngram
976,communicating job expectations,phrase,jobngram
977,commun job expect,phrase,jobngram
978,reviewing compensation actions,phrase,jobngram
979,review compens action,phrase,jobngram
980,enforcing policies,phrase,jobngram
981,enforc polici,phrase,jobngram
982,accounting operational objectives,phrase,jobngram
983,account oper object,phrase,jobngram
984,contributing accounting information,phrase,jobngram
985,contribut account inform,phrase,jobngram
986,preparing and completing action plans,phrase,jobngram
987,prepar and complet action plan,phrase,jobngram
988,implementing production,phrase,jobngram
989,implement product,phrase,jobngram
990,completing audits,phrase,jobngram
991,complet audit,phrase,jobngram
992,identifying trends,phrase,jobngram
993,identifi trend,phrase,jobngram
994,determining system improvements,phrase,jobngram
995,determin system improv,phrase,jobngram
996,accounting financial objectives,phrase,jobngram
997,account financi object,phrase,jobngram
998,forecasting requirements,phrase,jobngram
999,forecast requir,phrase,jobngram
1000,preparing an annual budget,phrase,jobngram
1001,prepar an annual budget,phrase,jobngram
1002,scheduling expenditures,phrase,jobngram
1003,schedul expenditur,phrase,jobngram
1004,analyzing variances,phrase,jobngram
1005,analyz varianc,phrase,jobngram
1006,initiating corrective actions,phrase,jobngram
1007,initi correct action,phrase,jobngram
1008,monitoring revenue,phrase,jobngram
1009,monitor revenu,phrase,jobngram
1010,coordinating the collection,phrase,jobngram
1011,coordin the collect,phrase,jobngram
1012,preparing special reports,phrase,jobngram
1013,prepar special report,phrase,jobngram
1014,establishing a chart,phrase,jobngram
1015,establish a chart,phrase,jobngram
1016,defining accounting policies,phrase,jobngram
1017,defin account polici,phrase,jobngram
1018,applying observations,phrase,jobngram
1019,appli observ,phrase,jobngram
1020,establishing internal controls,phrase,jobngram
1021,establish intern control,phrase,jobngram
1022,enforcing accounting regulations,phrase,jobngram
1023,enforc account regul,phrase,jobngram
1024,recommending new procedures,phrase,jobngram
1025,recommend new procedur,phrase,jobngram
1026,legal compliance,phrase,jobngram
1027,legal complianc,phrase,jobngram
1028,budget expenses,phrase,jobngram
1029,budget expens,phrase,jobngram
1030,management proficiency,phrase,jobngram
1031,manag profici,phrase,jobngram
1032,documents employee actions,phrase,jobngram
1033,document employe action,phrase,jobngram
1034,verifying and recording daily work reports,phrase,jobngram
1035,verifi and record daili work report,phrase,jobngram
1036,proofing and comparing documents,phrase,jobngram
1037,proof and compar document,phrase,jobngram
1038,gasoline credit cards,phrase,jobngram
1039,gasolin credit card,phrase,jobngram
1040,issuing cards,phrase,jobngram
1041,issu card,phrase,jobngram
1042,polling transactions,phrase,jobngram
1043,poll transact,phrase,jobngram
1044,recording purchases,phrase,jobngram
1045,record purchas,phrase,jobngram
1046,credit union accounts,phrase,jobngram
1047,credit union account,phrase,jobngram
1048,posting transactions,phrase,jobngram
1049,post transact,phrase,jobngram
1050,informing payroll,phrase,jobngram
1051,inform payrol,phrase,jobngram
1052,following internal accounting procedures,phrase,jobngram
1053,follow intern account procedur,phrase,jobngram
1054,microfilming and filing documents,phrase,jobngram
1055,microfilm and file document,phrase,jobngram
1056,appraising job contributions,phrase,jobngram
1057,apprais job contribut,phrase,jobngram
1058,recommending compensation actions,phrase,jobngram
1059,recommend compens action,phrase,jobngram
1060,accounting operational standards,phrase,jobngram
1061,account oper standard,phrase,jobngram
1062,contributing financial information,phrase,jobngram
1063,contribut financi inform,phrase,jobngram
1064,identifying system improvements,phrase,jobngram
1065,identifi system improv,phrase,jobngram
1066,accounting financial standards,phrase,jobngram
1067,account financi standard,phrase,jobngram
1068,providing accounting department,phrase,jobngram
1069,provid account depart,phrase,jobngram
1070,identifying variances,phrase,jobngram
1071,identifi varianc,phrase,jobngram
1072,implementing corrective actions,phrase,jobngram
1073,implement correct action,phrase,jobngram
1074,maintains cash flow,phrase,jobngram
1075,maintain cash flow,phrase,jobngram
1076,monitoring bank balances,phrase,jobngram
1077,monitor bank balanc,phrase,jobngram
1078,investing excess funds,phrase,jobngram
1079,invest excess fund,phrase,jobngram
1080,approves cash disbursements,phrase,jobngram
1081,approv cash disburs,phrase,jobngram
1082,verifying check amounts,phrase,jobngram
1083,verifi check amount,phrase,jobngram
1084,authorizing checks,phrase,jobngram
1085,author check,phrase,jobngram
1086,auditing transactions,phrase,jobngram
1087,audit transact,phrase,jobngram
1088,renews business insurance,phrase,jobngram
1089,renew busi insur,phrase,jobngram
1090,scheduling values,phrase,jobngram
1091,schedul valu,phrase,jobngram
1092,providing information,phrase,jobngram
1093,distributing and explaining quarterly election forms,phrase,jobngram
1094,distribut and explain quarterli elect form,phrase,jobngram
1095,verifies employee benefit,phrase,jobngram
1096,verifi employe benefit,phrase,jobngram
1097,verifying coverage,phrase,jobngram
1098,verifi coverag,phrase,jobngram
1099,benefits administration,phrase,jobngram
1100,benefit administr,phrase,jobngram
1101,processed work,phrase,jobngram
1102,process work,phrase,jobngram
1103,verifying entries,phrase,jobngram
1104,verifi entri,phrase,jobngram
1105,comparing system reports,phrase,jobngram
1106,compar system report,phrase,jobngram
1107,analyzing invoice,phrase,jobngram
1108,analyz invoic,phrase,jobngram
1109,recording entries,phrase,jobngram
1110,record entri,phrase,jobngram
1111,monitoring discount opportunities,phrase,jobngram
1112,monitor discount opportun,phrase,jobngram
1113,verifying federal id numbers,phrase,jobngram
1114,verifi feder id number,phrase,jobngram
1115,scheduling and preparing checks,phrase,jobngram
1116,schedul and prepar check,phrase,jobngram
1117,resolving purchase order,phrase,jobngram
1118,resolv purchas order,phrase,jobngram
1119,insuring credit,phrase,jobngram
1120,insur credit,phrase,jobngram
1121,issuing payments,phrase,jobngram
1122,issu payment,phrase,jobngram
1123,purchase order amendments,phrase,jobngram
1124,purchas order amend,phrase,jobngram
1125,receiving and verifying expense reports,phrase,jobngram
1126,receiv and verifi expens report,phrase,jobngram
1127,preparing checks,phrase,jobngram
1128,prepar check,phrase,jobngram
1129,accounting ledgers,phrase,jobngram
1130,account ledger,phrase,jobngram
1131,verifying and posting account transactions,phrase,jobngram
1132,verifi and post account transact,phrase,jobngram
1133,vendor accounts,phrase,jobngram
1134,vendor account,phrase,jobngram
1135,reconciling monthly statements,phrase,jobngram
1136,reconcil monthli statement,phrase,jobngram
1137,petty cash,phrase,jobngram
1138,petti cash,phrase,jobngram
1139,recording entry,phrase,jobngram
1140,reports sales taxes,phrase,jobngram
1141,report sale tax,phrase,jobngram
1142,calculating requirements,phrase,jobngram
1143,calcul requir,phrase,jobngram
1144,vendor relationships,phrase,jobngram
1145,vendor relationship,phrase,jobngram
1146,data entry skills,phrase,jobngram
1147,data entri skill,phrase,jobngram
1148,posts customer payments,phrase,jobngram
1149,post custom payment,phrase,jobngram
1150,recording cash,phrase,jobngram
1151,record cash,phrase,jobngram
1152,credit card transactions,phrase,jobngram
1153,credit card transact,phrase,jobngram
1154,verifying and entering transactions,phrase,jobngram
1155,verifi and enter transact,phrase,jobngram
1156,form lock box,phrase,jobngram
1157,totaling unpaid invoices,phrase,jobngram
1158,total unpaid invoic,phrase,jobngram
1159,microfilming invoices,phrase,jobngram
1160,microfilm invoic,phrase,jobngram
1161,obtaining and investigating information,phrase,jobngram
1162,obtain and investig inform,phrase,jobngram
1163,customer service departments,phrase,jobngram
1164,custom servic depart,phrase,jobngram
1165,valid or authorized deductions,phrase,jobngram
1166,valid or author deduct,phrase,jobngram
1167,entering adjusting entries,phrase,jobngram
1168,enter adjust entri,phrase,jobngram
1169,following pending deductions procedures,phrase,jobngram
1170,follow pend deduct procedur,phrase,jobngram
1171,customer payment plans,phrase,jobngram
1172,custom payment plan,phrase,jobngram
1173,coordinating contact,phrase,jobngram
1174,coordin contact,phrase,jobngram
1175,maintaining invoice accounts,phrase,jobngram
1176,maintain invoic account,phrase,jobngram
1177,coordinating monthly transfer,phrase,jobngram
1178,coordin monthli transfer,phrase,jobngram
1179,verifying totals,phrase,jobngram
1180,verifi total,phrase,jobngram
1181,preparing report,phrase,jobngram
1182,prepar report,phrase,jobngram
1183,gathering and sorting documents,phrase,jobngram
1184,gather and sort document,phrase,jobngram
1185,verifying transaction information,phrase,jobngram
1186,verifi transact inform,phrase,jobngram
1187,obtaining authorization,phrase,jobngram
1188,obtain author,phrase,jobngram
1189,preparing and mailing invoices,phrase,jobngram
1190,prepar and mail invoic,phrase,jobngram
1191,identifying delinquent accounts,phrase,jobngram
1192,identifi delinqu account,phrase,jobngram
1193,reminding delinquent accounts,phrase,jobngram
1194,remind delinqu account,phrase,jobngram
1195,notifying customers,phrase,jobngram
1196,notifi custom,phrase,jobngram
1197,posting account transactions,phrase,jobngram
1198,post account transact,phrase,jobngram
1199,reconciling statements,phrase,jobngram
1200,reconcil statement,phrase,jobngram
1201,account discrepancies,phrase,jobngram
1202,account discrep,phrase,jobngram
1203,investigating documentation,phrase,jobngram
1204,investig document,phrase,jobngram
1205,issuing stop payments,phrase,jobngram
1206,issu stop payment,phrase,jobngram
1207,following internal accounting controls,phrase,jobngram
1208,follow intern account control,phrase,jobngram
1209,filing accounting documents,phrase,jobngram
1210,file account document,phrase,jobngram
1211,administrative writing,phrase,jobngram
1212,administr write,phrase,jobngram
1213,contributing information,phrase,jobngram
1214,contribut inform,phrase,jobngram
1215,providing annual accounts,phrase,jobngram
1216,provid annual account,phrase,jobngram
1217,contacting customers,phrase,jobngram
1218,contact custom,phrase,jobngram
1219,investigating circumstances,phrase,jobngram
1220,investig circumst,phrase,jobngram
1221,negotiating and resolving conflicts,phrase,jobngram
1222,negoti and resolv conflict,phrase,jobngram
1223,expediting payment,phrase,jobngram
1224,expedit payment,phrase,jobngram
1225,forecasting cash,phrase,jobngram
1226,forecast cash,phrase,jobngram
1227,coordinating and monitoring daily sales order processing,phrase,jobngram
1228,coordin and monitor daili sale order process,phrase,jobngram
1229,bank remittance transactions,phrase,jobngram
1230,bank remitt transact,phrase,jobngram
1231,posting monthly account transactions,phrase,jobngram
1232,post monthli account transact,phrase,jobngram
1233,admission guidelines,phrase,jobngram
1234,admiss guidelin,phrase,jobngram
1235,recommending changes,phrase,jobngram
1236,recommend chang,phrase,jobngram
1237,preparing and providing informational brochures,phrase,jobngram
1238,prepar and provid inform brochur,phrase,jobngram
1239,writing and placing advertisements,phrase,jobngram
1240,write and place advertis,phrase,jobngram
1241,conducting tours,phrase,jobngram
1242,conduct tour,phrase,jobngram
1243,requesting completed applications,phrase,jobngram
1244,request complet applic,phrase,jobngram
1245,clarifying information,phrase,jobngram
1246,clarifi inform,phrase,jobngram
1247,interviewing patients,phrase,jobngram
1248,interview patient,phrase,jobngram
1249,explaining admission criteria,phrase,jobngram
